ID,Group,Feature_1,Feature_2,Feature_3
ID890,A,2773.0102073945486,399.8909299667264,6339.3942220586105
ID693,B,2144.4358259997534,409.8944683087117,4313.168312245949
ID602,C,2565.1802209017033,400.522882572031,-2160.3939103413195
ID757,C,2199.7621029321526,393.6207894673389,-1789.5228465987793
ID598,B,2540.5732058973267,361.8813506667821,5071.793186304667
ID647,A,2195.231145355155,421.1332407253452,4462.0291850745525
ID744,C,3126.5818846484626,400.5185459595733,-2718.436806519973
ID232,A,2743.9526894660503,380.7343034496263,6314.844749037494
ID863,B,1982.5462950719286,398.0925601766767,3956.6940128492406
ID235,A,1979.6029723327365,373.87340913913977,4086.93450075838
ID689,C,2535.3502790632197,399.50707413434685,-2157.164845504182
ID842,C,2338.024487383047,409.9416077406865,-1911.2968225231805
ID352,B,3217.594933583777,389.7489220751448,6448.573188046817
ID664,C,2179.9360540315092,406.16443004649517,-1775.0768885206855
ID621,B,2826.7257929786037,383.07522295721697,5634.907039102144
ID574,C,3101.353566820154,427.01964634241097,-2667.4115633390097
ID723,B,2280.4020308616855,356.0949691220281,4556.370873254193
ID616,C,2339.305426096286,412.5880565349725,-1905.612411054427
ID531,A,2890.1818149173682,413.0583215151095,6600.118094393273
ID356,C,2614.349972721119,383.7046960916751,-2232.629064801924
ID213,B,2480.3174997101264,376.0275438112332,4968.876845959038
ID267,C,2348.3390828990796,399.31037463254586,-1954.2193440028932
ID636,C,3020.5797999035635,385.57164925236765,-2619.3139389596554
ID229,A,2269.2823233371937,423.18237830786285,4698.044629340881
ID619,A,2843.170840367874,387.81075116314037,6608.114641228869
ID695,C,2727.33138357061,373.8357849294401,-2347.8091146442357
ID889,B,2255.804871189849,393.2322650327556,4487.173416961278
ID474,B,2613.9845087062317,387.8353745944929,5206.523443963849
ID186,C,1956.9041918682929,385.4950682530205,-1571.6868171852884
ID543,C,2113.738506351977,407.24582597244336,-1706.394483735153
ID287,B,2248.927545220224,397.5423811412091,4484.01145342593
ID558,C,2997.7323930352095,388.9282702041095,-2605.2727788582943
ID858,A,1925.6443595972173,409.62733917210943,3735.1895993150865
ID845,A,2643.542855448475,414.9590568346467,5853.561085886674
ID317,A,2646.2664518090637,385.3851387065105,6022.746605687491
ID258,B,3060.04789285567,393.30716587606344,6149.754291360576
ID793,B,2731.321141947682,407.160011751573,5476.387667394243
ID157,C,1758.1270644188173,402.3698029984408,-1357.9923933950456
ID166,B,2471.695500410311,413.80498626560853,4933.560876419568
ID169,A,2633.9136740780837,433.51512878225725,5737.334905420532
ID388,A,2197.373480195015,391.9493936855339,4640.335945611006
ID296,A,2577.5287009522394,377.14589381453084,5828.284044560682
ID123,A,2330.162859107248,393.4502434541931,5002.426888324477
ID339,B,2553.676403986789,412.2964378382872,5103.126821101402
ID688,B,2355.147150645561,424.8659775885717,4693.52004062421
ID254,C,1781.2576441821775,376.0793558772454,-1395.5898119675628
ID143,B,2688.7983198895245,411.7741042145475,5378.287532079264
ID732,A,2554.96290744337,405.39615496177265,5643.248179682207
ID676,B,2589.2139628969903,417.3219244238619,5166.495580632136
ID209,C,2506.962092349027,414.78301374919766,-2099.3562606020278
ID440,C,2483.606425510926,356.2813383596869,-2153.142181624921
ID439,A,1913.427298960796,388.31659576957514,3783.1207555198584
ID463,B,1807.9917564676084,417.8443637743425,3629.3606978553257
ID185,C,2257.39076182761,400.7843721068063,-1866.623267649812
ID374,A,2965.8240550248074,409.6040400050955,6856.870956548771
ID487,B,2914.648403953125,385.7270223515471,5826.139517395958
ID518,C,2554.583570130648,374.0951586677075,-2175.010602358124
ID425,A,3077.669972207621,414.3255314339913,7176.272632223936
ID567,A,2817.5053998472963,402.2646480604233,6419.35808703819
ID362,B,2354.9536059063807,419.4677903633349,4718.259605003906
ID398,A,2687.9694202792757,432.8855139607032,5885.2009839848115
ID713,C,2916.1924063988895,414.64452220229595,-2498.0582176973153
ID864,C,2771.117767910305,393.7119266254108,-2378.0488805814834
ID738,C,2618.122399312672,391.8459132614465,-2242.5089642296416
ID451,B,2528.2251127694585,432.17978233561143,5065.621060227432
ID862,B,2477.041800166956,423.3328965539309,4949.043827910095
ID400,A,2262.579265545033,424.3271704470151,4658.167519752407
ID426,A,2205.0109470562256,400.4059142491255,4625.42681446265
ID596,C,2438.203763591102,410.4744946075501,-2013.4798029533495
ID833,A,2667.656242548835,353.98059131253194,6231.722913549361
ID449,B,2205.2941083777478,370.14233217789075,4409.215084249478
ID476,B,2274.351196311241,415.5054339185835,4558.60995903184
ID113,B,3050.36554873779,414.7819078388269,6095.92158157035
ID707,B,2425.9347747205697,408.9138210751362,4855.19655288767
ID760,C,2232.686172847084,389.620393968509,-1864.816993261907
ID606,C,2543.645257383715,395.6782168977611,-2153.3975237240697
ID124,C,2134.1889640569134,398.5977077895228,-1735.0033067942
ID480,C,2025.9229345974934,409.2658287791923,-1638.2284646353178
ID367,A,2761.3577462992935,405.0767781323334,6254.898158898401
ID655,A,2233.9374905041027,438.33488370559974,4507.040845188547
ID653,B,1913.9217286957773,378.1997878300149,3785.78531387988
ID556,B,2337.408594906263,395.02341846300504,4688.061501648451
ID125,A,2275.6064566474765,391.32167842892164,4857.033151025426
ID791,B,2162.843311936437,386.85222010265153,4331.618295040406
ID220,A,2640.6997909835327,386.283055484828,6000.96470273288
ID801,C,2805.6403824846384,388.09243668281346,-2416.491000723767
ID656,B,2512.905792738013,381.67346367589965,5030.969648331401
ID493,A,2523.314303182214,373.0675689218482,5710.276219363912
ID837,B,2192.376090799037,389.9039694071335,4379.00843783997
ID513,A,1980.5667487709243,425.97722518328004,3817.9347955310886
ID751,A,2334.6532921288376,397.5538931701381,5036.878805697616
ID321,A,2757.601969867198,395.0653876944856,6306.040896346866
ID727,C,2084.7856480276705,396.81122055523775,-1659.405593720018
ID832,B,2197.075657557669,389.4776624568238,4416.744671308488
ID657,B,2432.719808551285,378.31152741184775,4869.22978031709
ID670,A,2493.56163809985,387.4345692095078,5545.34382032194
ID319,C,2874.372701816482,384.3140768306211,-2500.725447220515
ID572,B,2055.6598881079162,434.6295486607453,4118.616781067468
ID615,A,2288.052643165712,409.5779120023221,4809.565030972331
ID481,A,1895.6843367113286,394.43396330066656,3714.674035170215
ID283,B,2243.4874406575605,398.90626681059985,4503.363536555652
ID835,C,2698.5975529504003,405.0082623692448,-2292.3276569419804
ID435,A,2321.4538604686086,382.63853273738806,5055.262957852838
ID860,C,2158.1714028432452,383.9817394210595,-1763.314374981294
ID802,A,2419.4393440207364,406.3636232570748,5224.0536619520935
ID853,C,2431.7336153236747,369.116004644816,-2054.205481434747
ID402,B,2743.26385258042,398.03779411281874,5501.2435871525595
ID794,C,2431.618184791186,393.58240906097757,-2035.967202749332
ID417,C,2028.9679398533879,398.30047601261737,-1654.2094901003566
ID525,B,2508.697815406575,400.0552933300933,5002.259405803561
ID872,C,2556.478924961007,390.0810520543869,-2173.3590237178073
ID328,B,2666.596337615533,377.1082706249915,5349.394225759114
ID224,B,2686.836293038981,394.91831575452017,5386.291801215466
ID810,B,2433.1678222829255,413.9003039571417,4866.021060809453
ID552,C,2900.543690781867,394.9023194782121,-2499.606049001634
ID562,B,2045.897969563122,356.7830049418697,4092.4768135917097
ID528,C,2700.1282201389868,407.12964541238387,-2264.3687365797964
ID427,A,2415.725997958495,417.54647848685494,5152.808181631993
ID613,B,2448.872018579267,412.3911522688143,4905.242264709882
ID708,B,2700.708830339403,390.43319893655655,5409.726675838216
ID154,B,2002.141588054698,413.4525070364175,3996.1818595242353
ID424,A,2314.335402757082,395.09920984168565,4961.777418316725
ID846,A,2720.256101368748,404.28819438663754,6149.326671371855
ID167,B,2391.159591219574,395.99743961053525,4776.096347227608
ID788,A,2882.629874557689,355.87309360470607,6864.165524315099
ID505,B,2288.321574750402,418.95643049710384,4604.937182753568
ID174,C,1789.0974214962484,396.5116208963525,-1389.944710854408
ID771,C,2700.971609602335,398.5741847044749,-2297.4265439129786
ID355,B,2401.9332593402437,414.34436062036207,4804.261535340547
ID857,C,2493.829183752052,398.9594355027341,-2089.433207291814
ID787,C,2725.4188568185004,399.0897067013532,-2314.568791473007
ID105,B,2569.57957611859,398.9435311102738,5130.113449342967
ID529,A,2413.3824339750036,406.72779159045945,5222.6379427817665
ID496,C,2351.7287600234517,398.7356805283381,-1958.3530617945496
ID774,B,2781.2280725984265,391.1481719811724,5567.532176399313
ID316,C,2410.892479657253,393.60892451735873,-2030.884742144039
ID725,A,2639.4078868502984,411.17622895541666,5868.904494050256
ID359,B,1882.7134430669068,390.15687475653306,3778.5477345783484
ID520,B,2241.7066775145904,407.81455921891956,4505.599867467221
ID666,A,2124.09624469324,389.8091119696869,4409.522377349882
ID681,B,2559.425839590758,403.14322333103553,5117.012108929787
ID829,A,2453.9218751660605,409.71004368437394,5325.648060992068
ID332,A,2633.4949524177437,389.9517563421043,5953.779788422645
ID177,C,2782.6404466202857,409.28277236256287,-2373.7568907413624
ID275,B,2424.392484454626,420.16424127454866,4840.74422699511
ID415,C,1921.6267405412998,408.6075254321932,-1501.9425777195256
ID217,B,2212.043148196315,425.6475961507848,4406.880544262505
ID149,A,2469.028836647116,388.508350505732,5452.473006343929
ID638,B,2565.689855195136,393.68056469153066,5142.058948307839
ID443,A,3032.9065544117593,381.9446390310009,7181.697224717635
ID701,A,2142.640761420381,381.77156193508955,4488.320482336279
ID411,C,2435.6886120933304,416.55714846940873,-1987.0970228492442
ID873,C,2306.7815857733926,397.9796676369837,-1909.7778842574585
ID310,C,2465.579225961784,397.0898799293559,-2061.038128980422
ID348,C,2720.546775601832,398.5832608711966,-2335.7219832914184
ID590,C,2565.901976466621,425.07579323177265,-2127.9789597355257
ID236,A,2317.1520001374283,373.3076268561242,5079.079192542889
ID563,A,1816.7319150824148,412.31489731423676,3397.5064322900457
ID795,B,2544.566998482288,412.3083686320716,5071.646149732388
ID312,B,2445.648969604732,404.6580127545454,4894.946792541853
ID412,B,2437.3247620408906,387.5869763661981,4871.3339791985145
ID516,A,2830.0262333479604,394.8782177200637,6522.3167732981765
ID792,B,2113.2709232348543,394.5231499107117,4244.85892990522
ID198,A,2652.246240205559,393.86012168708237,5971.012413530426
ID897,C,2607.052760020355,420.3442507695872,-2172.953706370748
ID882,A,2561.3279354427723,395.0725382225345,5697.154385753816
ID231,A,2301.4114392822253,386.0803530711092,4961.318135501542
ID733,C,2274.2751586984746,409.9702346466574,-1848.626475073462
ID781,B,2505.9681117392433,398.94869309092877,5020.012423533918
ID311,B,2363.055675165023,396.2904301970035,4719.391082168162
ID530,B,2388.8648988252935,403.5422371946147,4781.565319335925
ID694,C,2296.0604977182065,417.2466152690445,-1863.8057478068708
ID809,B,2199.7892729198575,401.42935478181187,4412.229573921066
ID517,A,1838.46155986412,366.03483009701944,3700.819896696855
ID433,C,2027.4729032174869,390.55380357241677,-1638.0573323272092
ID608,B,2571.659175305125,416.8053446289102,5128.747634507541
ID409,C,2903.438908183889,386.0939165242805,-2524.9346783280107
ID289,A,2624.0861372643835,379.1827193576575,5971.508659358794
ID482,C,2650.882113459076,389.423046476534,-2285.324040259943
ID299,C,2674.834089318465,422.8805116754589,-2255.2220190207127
ID840,B,2622.735777645957,390.9253706205935,5258.073741569614
ID892,C,2582.5692813555374,402.3627993345859,-2185.3941854368836
ID504,C,2187.776618122395,383.0262029561864,-1798.8493874570374
ID714,B,2401.6414131515885,391.02527134672897,4804.418037109199
ID442,A,2167.210741404624,404.72230671171764,4463.411746125784
ID659,B,2476.3656466388975,391.3060770466237,4933.975632320653
ID512,A,2516.567647931494,403.19934092967077,5551.62188245896
ID502,A,2287.3082741969383,390.37909387483757,4924.265204733726
ID866,C,2456.765482041956,377.5222436178053,-2081.150246844497
ID479,A,2638.888649249534,407.19532225598164,5880.83657496926
ID469,A,2638.965923534721,403.9111337627978,5906.693044680366
ID510,C,2310.326342995139,425.1328071588686,-1881.0264514940054
ID422,A,2411.502586477801,395.7051187647633,5240.08356251332
ID828,A,3103.346724944799,431.71846947623317,7145.88009628256
ID769,A,2567.5026508471537,393.36851489665963,5751.286349296177
ID137,B,2428.01333451371,412.50926162399486,4856.890757076294
ID353,B,2639.5936729202763,398.04241627959016,5272.7484459737025
ID831,B,2988.9263557857535,375.8017641919693,5993.705239863211
ID691,B,2182.5560011920206,370.63909583062406,4354.708066884757
ID509,C,2629.102682929798,407.092711763639,-2226.4736416115206
ID838,A,3062.605215283806,394.5009097965506,7205.515395701502
ID587,C,2967.4476800534885,394.00874566489165,-2561.3365153535274
ID286,C,2604.4409749193337,381.4965744609361,-2231.339817441843
ID720,C,2687.8421726177103,386.9699716754512,-2294.7438533622367
ID500,C,2452.077287074503,412.7601931477487,-2028.0972835973466
ID782,A,2898.7141616349963,385.07617770715706,6780.007708454691
ID271,C,2784.993640764252,387.2944148801152,-2392.0908817826626
ID434,A,2489.322501628255,388.5012804892202,5514.829766501412
ID144,A,1795.4200852048484,382.42372847961525,3459.446216873089
ID103,A,2936.069947356558,382.89546483535344,6903.41501205589
ID375,C,2742.009397566579,396.3325421255786,-2355.8643854819297
ID899,A,2685.9561738561124,442.03245951008614,5860.566771743177
ID551,A,1852.3761062136405,400.35690847304403,3551.857382253373
ID677,A,2297.6874314599772,375.43554828320015,5023.94402217279
ID642,A,2212.7635314409895,424.86583254314314,4519.959805707629
ID766,B,2670.214312533217,382.9908619259597,5309.90564051536
ID193,C,2560.2399078317885,413.9439485720845,-2135.4931333371705
ID389,B,2489.6181593695023,413.67416217108956,4974.846136559801
ID734,A,2181.426846219994,376.20545963701863,4666.556076045197
ID730,C,2608.0051001665324,404.4681027924126,-2218.877276301794
ID408,C,2744.4131647931654,379.1495981144845,-2376.8728667232217
ID595,C,2994.192087822689,397.3467147663482,-2605.944843209626
ID893,A,2480.954733300492,401.3630588027596,5434.121346158414
ID628,B,2939.196914981878,419.6771786289973,5875.200998180671
ID147,B,2458.359055274378,436.3858744330702,4918.938137767147
ID494,B,2045.4947298944446,392.1849107992432,4081.578280838752
ID756,C,2112.95052353482,383.08855772641425,-1752.1040974748216
ID240,B,2379.388632246302,419.71920550559656,4762.5292624775575
ID850,B,2706.7543478293933,408.2248991046698,5424.945945686508
ID876,C,2488.583747087593,384.03537099511806,-2094.8752484931138
ID118,C,2503.6196469380398,428.9689359320648,-2082.8797896208657
ID327,A,2705.6181818946616,401.52547432324343,6126.353008411781
ID779,B,2566.120428777938,434.388954196722,5143.90404804178
ID305,A,2713.057815324694,380.07107557518,6249.932617737545
ID673,C,2783.477866807682,407.9327193972851,-2375.8478283496565
ID462,B,2845.7204493407166,396.8061688452477,5679.811858094755
ID133,C,2306.6486377646847,425.0067146608947,-1877.1861951462151
ID245,B,2437.775958930754,398.18362526748854,4904.590349290124
ID418,C,2564.9095553703355,389.45819829814855,-2151.2344549006352
ID155,C,2725.8098714973266,405.16196068105893,-2315.6062298183924
ID669,B,3038.570076184725,404.96255554949903,6078.166370281854
ID183,A,2327.561303349249,377.8127643152493,5071.216939961805
ID390,A,2845.1428816165026,390.99369613673764,6591.572529749625
ID561,C,2611.5035380285294,402.29166318395573,-2205.3059921437307
ID627,C,2528.3492174336975,426.56398579136004,-2101.319243616523
ID347,C,2462.7165483667095,405.09347097602773,-2041.1155881357586
ID430,B,1869.523928799069,404.1117456756982,3722.132284422743
ID153,A,2189.464930308583,389.4890149806938,4643.774418182807
ID136,C,2730.3988603239422,407.95505632635854,-2328.5136370556706
ID460,B,2986.5763319082525,386.2513162343374,5993.869746126724
ID522,A,2891.226597170812,410.6802381214129,6638.956624704248
ID329,B,2292.4825577143565,375.3842522648203,4564.770840152419
ID545,B,2885.26542092204,391.83802346983737,5766.578375295309
ID407,B,1990.647683082315,407.31805660911397,3970.9194074872257
ID745,A,2378.5447325048244,397.91773499257437,5128.771756613528
ID146,B,1904.0682372431752,418.57741663163955,3809.2904578817715
ID588,A,2184.538449651578,398.5403640047442,4570.650734269664
ID523,C,3022.213640279023,380.65016192849544,-2649.2095977429904
ID444,B,2058.4371344343476,419.55198471562994,4129.245801906395
ID820,A,2937.6204224340054,391.12269921878857,6841.017754627882
ID632,B,2823.6648168902116,383.3788398147243,5654.589623746622
ID540,C,2822.366897057009,401.0626453062924,-2409.489226289875
ID804,A,2865.8818759991127,379.51805854760914,6684.624808251177
ID420,C,2900.5782116571418,428.12792576741697,-2465.1190079903267
ID456,A,2482.291891273156,401.53538640119916,5456.772950656502
ID263,B,2536.8343488804567,413.602342814294,5082.077722610102
ID499,C,2186.4047513330206,376.74181396816425,-1805.9757142505828
ID722,B,2576.3809178563856,424.716272800937,5141.475582364343
ID739,B,2273.8030162242835,418.8308313787367,4568.792456739422
ID718,B,2521.125117755864,390.9206421220837,5042.74126301679
ID436,C,2854.514192405129,392.6107676546916,-2462.0028950166125
ID685,C,2481.5903554252313,405.7907976858933,-2097.6518994062144
ID468,C,2451.389736150312,380.5423011521597,-2060.2622730796907
ID871,A,2994.8588693388147,410.7643126874157,6926.451240413752
ID856,A,2473.943532889607,377.0833641964827,5542.902643392526
ID852,B,2625.6875088747533,397.544091699615,5270.790641524968
ID475,C,2499.018861998004,398.76639707304594,-2072.7010942556153
ID546,B,2699.206077052157,401.1335097916397,5406.496103647794
ID322,A,2247.489358249232,400.4855693595806,4739.014315637589
ID825,B,1779.5539202286463,421.57962503169176,3553.6346795741183
ID870,B,2801.9889891380726,422.3115983963353,5597.761845993661
ID393,C,2825.4512879205913,392.91174584656073,-2427.7639245268456
ID851,C,2657.3849606897647,426.3759767001012,-2233.3794313229005
ID188,B,2453.9789045166326,417.1903268968658,4907.9000395336425
ID629,C,3269.186341455964,373.61144483781476,-2899.0939574838917
ID668,B,2609.2320636325076,398.2234772692369,5208.457844546155
ID207,B,2645.054337586656,415.9188345670573,5290.3423241307155
ID237,A,3060.280236671144,412.3317265207288,7122.116026234221
ID122,B,2451.0579452424286,411.53069117785253,4920.053215375707
ID763,A,2578.3457754886313,404.6759573803475,5703.241489893438
ID836,C,2660.331545802937,398.424893876042,-2259.487381315337
ID419,B,2207.702132582282,403.0083440238148,4418.281361912074
ID539,B,2777.794114590113,404.3655879995839,5570.784216221837
ID230,A,2433.8766592332313,416.79245134199954,5229.855728963131
ID242,A,2396.657518082983,399.74976257798266,5201.475492307141
ID114,C,2302.8078433652645,391.96067084660837,-1932.291666541986
ID492,A,2694.187457113334,430.0564191575406,5910.954830109811
ID251,A,1927.921415031023,403.04189351890045,3763.767404212228
ID603,B,2251.2040084836794,385.0365686621692,4515.890824118093
ID170,A,2287.9154099378484,405.71018421453215,4822.520217758308
ID614,A,2192.566537242397,413.891991431672,4495.957442211874
ID584,C,2140.5231435391097,406.3525211983212,-1743.7123533985978
ID495,B,2646.269388009973,439.09976311938993,5282.852355848757
ID625,A,2987.075894430265,399.5324333893253,6953.820778269082
ID488,C,2630.912618135091,385.44940539461237,-2249.6935154914777
ID823,C,2280.1835873751243,394.4290355742772,-1893.997317263162
ID610,B,2695.6529166951577,398.53006885850914,5407.393627587425
ID126,B,2752.034468093638,398.0119535112422,5507.202849093543
ID641,C,2918.10405025382,396.2333057726557,-2538.513962277387
ID565,B,2746.040403286562,406.79392312152675,5499.573183934232
ID637,B,2758.568617642032,395.95201392486683,5520.934589806091
ID764,B,3226.6486368351707,398.7566762047516,6442.8750055291
ID341,C,2640.742362322358,390.62036170808847,-2235.6533970925925
ID116,C,2186.451927145077,391.54270035133254,-1796.389636957322
ID281,A,2445.6068260633688,394.3517506075159,5382.400739260943
ID325,C,2630.685070918463,408.52109893169535,-2239.732164485628
ID304,C,2316.3871500609825,404.2707259759195,-1903.8494400794953
ID554,C,2772.158940535384,417.03922145563075,-2337.050488725171
ID354,B,2461.5169612168124,389.4982024110372,4918.752259918949
ID257,B,2920.5769810924157,381.72407564035564,5832.574273694293
ID162,A,2973.4881228569247,401.3379861801948,6916.839767666233
ID446,A,2437.0629956146254,397.74119531135295,5317.442520911764
ID888,C,2295.3982866575425,395.71018673443024,-1907.6505972834689
ID223,A,2883.5505991117097,399.9500888570811,6653.21282716806
ID268,C,1923.1767334651654,413.39609564370863,-1500.5867445019717
ID413,A,2748.2523250714744,408.60343033965313,6186.016780942773
ID243,C,2829.6732524329404,388.48559498443205,-2453.170893983188
ID547,C,2706.6997375358173,400.78398790116483,-2306.4498972709443
ID786,A,1765.3110686768894,410.9791342224648,3228.3707539289853
ID432,C,1813.586783787363,404.0593288160082,-1431.019588573369
ID521,B,2664.633399155697,392.3953047955163,5332.274929572023
ID553,B,2396.9607710230102,437.06020442058593,4782.726275734957
ID278,C,2115.139978494296,420.6693246515806,-1690.8504943947048
ID717,B,2187.420352394186,388.4043761637082,4375.970995933997
ID244,A,2511.781958015877,424.6690236359618,5402.535137662553
ID805,A,2715.4321060115585,384.31889288215865,6238.753879723029
ID226,B,2214.269554371161,397.03651911149564,4423.827518077117
ID330,A,2423.234124895891,407.5783733105631,5244.564975269229
ID239,C,2173.966592803386,397.92805486086513,-1788.6205905767083
ID576,C,2303.5143642498106,413.73345337627654,-1868.8954740501695
ID803,B,2203.9213898238236,408.39159276450647,4419.262264240435
ID450,C,2327.904214901572,420.8378037341809,-1906.0128000438478
ID109,A,2651.3580805842753,398.5238406651874,5966.998200400615
ID814,B,1979.8919443295522,388.0608113939261,3956.2947617040895
ID887,B,2428.6765658946647,386.353198497006,4874.637997777882
ID640,C,2843.746359654756,396.5446138781071,-2445.6613368109784
ID115,A,2974.167683061187,392.25014119862146,6977.617782975656
ID741,C,2423.2179846847434,401.58424134943647,-2017.0793210956476
ID290,B,2639.489787901448,388.0870094486227,5273.003720566147
ID441,A,2516.810173031025,422.08944960520233,5455.18899461739
ID295,C,2437.07811917503,397.2281082411937,-2015.870455635333
ID508,B,2020.8344546807907,397.6846765077403,4039.0824089312414
